computed: ['13.45', '86.55', '0.00']
winners: ['87.84', '1.47', '10.68']
crack: ['0.54', '8.17', '91.30']
complexity: ['1.38', '88.29', '10.34']
drilling: ['1.13', '85.18', '13.69']
gathered: ['91.48', '8.42', '0.10']
colon: ['46.67', '0.06', '53.26']
tigers: ['83.91', '3.78', '12.30']
holds: ['0.00', '0.00', '100.00']
discussion: ['19.84', '80.14', '0.02']
admitted: ['1.37', '18.58', '80.06']
examine: ['58.30', '41.65', '0.05']
liable: ['99.85', '0.15', '0.00']
popular: ['98.34', '1.54', '0.12']
transsexual: ['0.10', '92.86', '7.04']
graduate: ['75.55', '6.86', '17.59']
residents: ['20.29', '0.35', '79.36']
setting: ['0.01', '0.77', '99.22']
variations: ['0.02', '99.39', '0.59']
tri: ['0.32', '99.62', '0.05']
squirt: ['0.06', '60.62', '39.31']
belief: ['3.54', '96.46', '0.00']
tell: ['1.06', '98.00', '0.94']
profession: ['18.66', '45.66', '35.67']
achievements: ['4.42', '40.48', '55.09']
foul: ['0.01', '98.44', '1.54']
congratulations: ['1.90', '93.69', '4.41']
assault: ['5.52', '38.64', '55.84']
registration: ['0.77', '96.11', '3.12']
adware: ['1.02', '5.86', '93.12']
mailed: ['98.20', '1.41', '0.40']
beliefs: ['0.02', '99.98', '0.00']
bedroom: ['7.35', '0.00', '92.65']
ambassador: ['22.85', '5.68', '71.47']
deutschland: ['86.45', '0.20', '13.36']
personals: ['0.45', '99.10', '0.45']
enemy: ['9.01', '28.34', '62.65']
skilled: ['87.94', '11.63', '0.43']
assists: ['12.36', '0.01', '87.62']
heights: ['0.11', '0.50', '99.39']
existence: ['5.77', '93.59', '0.64']
conversion: ['13.55', '86.15', '0.29']
invention: ['97.17', '2.81', '0.02']
roots: ['2.54', '3.05', '94.41']
cast: ['99.99', '0.00', '0.00']
junk: ['96.73', '3.27', '0.00']
mechanical: ['1.29', '98.71', '0.00']
films: ['25.41', '0.38', '74.20']
policies: ['0.01', '99.95', '0.05']
mines: ['2.00', '0.02', '97.97']
promoting: ['99.57', '0.07', '0.36']
charge: ['9.01', '90.76', '0.23']
placing: ['6.23', '89.39', '4.37']
involvement: ['0.67', '5.30', '94.03']
election: ['0.01', '47.60', '52.40']
pleased: ['99.87', '0.13', '0.00']
drainage: ['56.69', '3.40', '39.90']
ties: ['0.00', '0.01', '99.99']
permitted: ['13.27', '76.24', '10.49']
licenses: ['84.78', '1.54', '13.68']
modifications: ['0.06', '98.71', '1.23']
convicted: ['17.26', '57.03', '25.71']
gym: ['0.13', '64.67', '35.21']
conditional: ['0.17', '99.53', '0.30']
component: ['79.87', '9.31', '10.82']
farming: ['17.44', '2.17', '80.39']
foods: ['0.62', '99.31', '0.07']
geography: ['5.42', '83.03', '11.55']
universities: ['3.41', '42.56', '54.03']
genres: ['18.95', '14.98', '66.07']
industry: ['80.91', '0.03', '19.06']
confusion: ['0.07', '99.93', '0.01']
exports: ['18.75', '0.04', '81.21']
injuries: ['0.21', '68.36', '31.43']
poster: ['8.59', '91.21', '0.19']
reached: ['99.05', '0.00', '0.95']
orders: ['46.83', '41.79', '11.38']
alias: ['45.13', '7.70', '47.18']
loose: ['0.98', '98.99', '0.03']
nested: ['97.83', '0.05', '2.11']
person: ['0.26', '96.50', '3.24']
finish: ['88.28', '0.01', '11.71']
suited: ['95.19', '4.75', '0.06']
spring: ['58.04', '10.94', '31.02']
bidding: ['2.90', '6.20', '90.90']
shown: ['100.00', '0.00', '0.00']
relate: ['96.90', '3.10', '0.00']
pools: ['17.23', '0.69', '82.08']
blackjack: ['56.84', '31.32', '11.84']
seek: ['0.00', '99.86', '0.14']
release: ['84.10', '0.81', '15.09']
masturbation: ['14.44', '70.74', '14.82']
maintained: ['99.50', '0.21', '0.29']
objective: ['10.30', '89.47', '0.23']
requesting: ['0.05', '99.58', '0.37']
coaches: ['23.13', '13.76', '63.12']
written: ['99.99', '0.01', '0.00']
leaves: ['57.08', '15.59', '27.33']
deadline: ['2.94', '54.38', '42.68']
helicopter: ['0.11', '50.92', '48.97']
leadership: ['97.36', '1.04', '1.61']
boolean: ['0.01', '99.32', '0.67']
states: ['0.25', '0.42', '99.33']
lucky: ['47.04', '52.09', '0.87']
selected: ['99.44', '0.09', '0.47']
boobs: ['0.73', '56.31', '42.96']
destroyed: ['99.98', '0.00', '0.02']
scenarios: ['1.33', '22.47', '76.20']
ring: ['0.11', '0.00', '99.89']
tribe: ['92.30', '6.43', '1.27']
managing: ['90.12', '0.07', '9.81']
trial: ['0.01', '96.81', '3.18']
tent: ['0.06', '98.29', '1.66']
subscriptions: ['87.44', '11.09', '1.47']
intranet: ['98.54', '0.01', '1.45']
payments: ['0.00', '0.29', '99.70']
taxi: ['6.10', '4.74', '89.16']
compared: ['3.79', '94.90', '1.32']
processing: ['0.14', '99.63', '0.23']
teams: ['0.16', '0.00', '99.84']
contamination: ['0.89', '38.49', '60.62']
comic: ['1.13', '98.78', '0.09']
deal: ['99.95', '0.00', '0.04']
containing: ['98.94', '0.03', '1.02']
showing: ['17.08', '76.71', '6.21']
standing: ['0.01', '98.84', '1.15']
premises: ['94.46', '1.62', '3.92']
attractive: ['98.72', '1.01', '0.27']
limiting: ['12.83', '87.13', '0.04']
physical: ['0.00', '99.99', '0.01']
projected: ['95.13', '3.95', '0.92']
hepatitis: ['4.69', '41.21', '54.10']
demonstrates: ['86.90', '2.07', '11.03']
indicates: ['99.45', '0.52', '0.04']
pink: ['56.26', '40.96', '2.78']
valuation: ['0.00', '99.98', '0.02']
provided: ['97.95', '1.93', '0.12']
categories: ['99.97', '0.01', '0.02']
travelling: ['23.18', '64.75', '12.07']
opposed: ['1.38', '30.15', '68.47']
camps: ['2.34', '0.00', '97.66']
murder: ['0.01', '99.45', '0.55']
purpose: ['2.44', '97.52', '0.05']
retrieved: ['93.40', '0.20', '6.40']
rail: ['0.41', '98.78', '0.81']
mails: ['98.01', '0.45', '1.53']
applicable: ['0.04', '99.96', '0.00']
opinion: ['2.87', '97.13', '0.00']
asks: ['0.00', '0.65', '99.35']
axis: ['54.08', '34.91', '11.01']
designing: ['98.50', '1.46', '0.05']
zoning: ['0.19', '99.81', '0.00']
motorcycle: ['70.55', '28.48', '0.98']
small: ['96.37', '3.63', '0.00']
bus: ['0.00', '0.79', '99.21']
trailers: ['48.10', '47.87', '4.02']
realtors: ['99.87', '0.01', '0.12']
vehicle: ['1.13', '98.87', '0.01']
additional: ['88.19', '11.79', '0.02']
broad: ['0.28', '99.72', '0.00']
ing: ['0.33', '99.67', '0.00']
penalties: ['0.00', '100.00', '0.00']
m: ['0.11', '98.79', '1.11']
managers: ['57.40', '0.14', '42.45']
grade: ['67.98', '3.39', '28.63']
goals: ['0.00', '0.01', '99.99']
turns: ['87.55', '0.01', '12.43']
completing: ['93.30', '1.28', '5.43']
racks: ['99.90', '0.00', '0.10']
airlines: ['14.01', '1.20', '84.79']
symptoms: ['0.00', '6.67', '93.33']
enterprise: ['96.46', '0.09', '3.46']
allow: ['0.00', '75.87', '24.13']
mining: ['21.78', '5.79', '72.43']
oasis: ['95.62', '3.65', '0.72']
oxygen: ['20.01', '40.50', '39.49']
hero: ['0.42', '90.23', '9.35']
shoot: ['0.32', '86.35', '13.33']
indoor: ['7.86', '72.04', '20.10']
oldest: ['94.14', '0.00', '5.86']
costumes: ['93.45', '1.24', '5.30']
ranging: ['99.90', '0.09', '0.00']
aviation: ['0.02', '99.85', '0.13']
limited: ['94.63', '5.37', '0.00']
exclusive: ['100.00', '0.00', '0.00']
biotechnology: ['0.59', '98.64', '0.77']
steam: ['99.94', '0.02', '0.03']
volunteers: ['26.01', '3.37', '70.62']
centuries: ['46.09', '0.09', '53.82']
hiring: ['94.70', '5.22', '0.07']
fix: ['99.85', '0.15', '0.00']
housing: ['49.28', '2.84', '47.87']
youth: ['0.51', '0.32', '99.17']
garlic: ['0.64', '99.32', '0.04']
vary: ['0.47', '99.53', '0.00']
catch: ['99.87', '0.00', '0.13']
mixed: ['87.13', '12.77', '0.10']
situated: ['0.92', '33.12', '65.96']
cotton: ['0.02', '0.00', '99.98']
trace: ['90.68', '8.32', '1.00']
informed: ['70.83', '29.16', '0.01']
reviews: ['1.22', '98.39', '0.40']
peoples: ['88.30', '4.84', '6.86']
fake: ['1.27', '98.67', '0.06']
standard: ['2.20', '97.68', '0.12']
penalty: ['0.00', '100.00', '0.00']
cooperation: ['0.05', '0.97', '98.98']
carbon: ['96.88', '0.27', '2.85']
cove: ['13.28', '23.05', '63.67']
rough: ['0.70', '92.71', '6.59']
tomorrow: ['95.64', '4.00', '0.37']
learned: ['92.22', '6.09', '1.69']
maiden: ['0.08', '0.02', '99.90']
dollar: ['3.33', '15.69', '80.97']
identify: ['68.03', '31.93', '0.03']
portions: ['0.26', '18.95', '80.79']
brochures: ['88.92', '10.85', '0.23']
compounds: ['61.80', '35.73', '2.47']
structures: ['0.35', '87.08', '12.57']
possibilities: ['4.00', '66.90', '29.10']
bedrooms: ['5.21', '0.00', '94.79']
earning: ['55.82', '42.78', '1.40']
notified: ['99.47', '0.25', '0.28']
acre: ['0.00', '0.12', '99.88']
outcomes: ['1.82', '29.24', '68.94']
town: ['0.00', '0.07', '99.93']
locked: ['0.26', '1.64', '98.11']
topic: ['93.02', '6.98', '0.00']
events: ['0.00', '2.39', '97.61']
extends: ['91.08', '0.58', '8.34']
carey: ['3.27', '95.36', '1.36']
schools: ['2.80', '0.01', '97.20']
kingdom: ['52.47', '38.25', '9.28']
little: ['0.66', '99.34', '0.00']
chronic: ['99.40', '0.09', '0.51']
polyphonic: ['97.42', '1.80', '0.78']
victim: ['0.02', '0.01', '99.97']
restaurants: ['29.48', '0.44', '70.08']
potential: ['0.19', '96.53', '3.28']
fo: ['0.33', '99.67', '0.00']
tooth: ['0.05', '96.60', '3.35']
striking: ['91.65', '0.94', '7.41']
directions: ['31.55', '46.24', '22.21']
named: ['99.75', '0.02', '0.23']
implied: ['9.90', '90.08', '0.01']
accessing: ['34.19', '0.57', '65.24']
necessary: ['0.03', '99.95', '0.02']
compare: ['89.41', '10.59', '0.00']
lows: ['0.00', '0.00', '100.00']
seat: ['0.00', '0.02', '99.98']
articles: ['82.74', '17.26', '0.00']
historical: ['20.06', '79.14', '0.79']
trackback: ['99.70', '0.10', '0.20']
experiencing: ['9.39', '5.07', '85.54']
desk: ['48.39', '1.82', '49.79']
automated: ['84.01', '15.90', '0.09']
accident: ['0.28', '99.72', '0.00']
aluminium: ['99.67', '0.07', '0.26']
earliest: ['99.99', '0.01', '0.01']
commander: ['33.47', '36.38', '30.15']
clearing: ['93.49', '5.14', '1.37']
existed: ['52.37', '47.61', '0.02']
speed: ['1.26', '70.67', '28.07']
geology: ['0.03', '98.80', '1.16']
mother: ['0.01', '91.66', '8.33']
rates: ['0.00', '0.12', '99.88']
smilies: ['7.88', '0.02', '92.10']
civilization: ['17.24', '58.49', '24.27']
kinase: ['2.03', '23.40', '74.57']
complex: ['80.99', '17.04', '1.97']
described: ['99.74', '0.00', '0.26']
organization: ['67.50', '23.07', '9.43']
consoles: ['93.51', '4.88', '1.61']
airplane: ['1.37', '89.06', '9.57']
glow: ['47.82', '16.18', '36.00']
continuous: ['99.60', '0.03', '0.37']
strikes: ['9.18', '0.11', '90.71']
zip: ['0.00', '0.00', '100.00']
wales: ['0.01', '99.99', '0.00']
calibration: ['0.00', '100.00', '0.00']
angle: ['0.01', '5.54', '94.45']
hindu: ['82.87', '2.16', '14.97']
claims: ['75.01', '22.46', '2.52']
horror: ['9.79', '41.79', '48.42']
mins: ['4.07', '0.00', '95.92']
testimonials: ['0.06', '99.89', '0.05']
boost: ['99.99', '0.01', '0.00']
competitive: ['37.76', '52.19', '10.04']
sick: ['0.00', '92.70', '7.29']
time: ['0.00', '99.58', '0.42']
tissue: ['0.00', '100.00', '0.00']
bases: ['1.88', '19.28', '78.84']
bumper: ['7.85', '92.04', '0.11']
deserve: ['39.65', '60.23', '0.12']
minds: ['99.06', '0.00', '0.94']
filing: ['0.05', '99.93', '0.02']
inexpensive: ['99.92', '0.08', '0.00']
average: ['0.01', '99.99', '0.00']
infant: ['0.03', '81.24', '18.73']
hospitality: ['3.45', '54.94', '41.60']
polyester: ['18.94', '0.17', '80.89']
components: ['28.33', '64.58', '7.08']
map: ['0.00', '96.75', '3.25']
treasure: ['15.20', '84.15', '0.65']
consciousness: ['1.08', '80.70', '18.23']
mating: ['31.60', '66.00', '2.41']
mention: ['4.88', '94.46', '0.65']
offense: ['0.11', '99.88', '0.01']
centres: ['5.55', '0.00', '94.45']
philosophy: ['48.99', '50.69', '0.32']
mill: ['0.23', '33.04', '66.73']
burner: ['92.80', '6.46', '0.74']
instant: ['78.78', '18.85', '2.37']
lyric: ['98.62', '1.23', '0.15']
queries: ['83.94', '2.11', '13.95']
struck: ['5.97', '4.92', '89.11']
wrestling: ['0.09', '12.05', '87.86']
transformation: ['1.50', '28.69', '69.80']
arise: ['98.30', '1.70', '0.00']
school: ['0.58', '0.29', '99.13']
medieval: ['83.53', '4.21', '12.26']
tape: ['0.02', '99.97', '0.01']
nurse: ['0.32', '2.66', '97.01']
slot: ['98.09', '0.14', '1.77']
button: ['0.03', '0.01', '99.96']
trance: ['0.87', '90.13', '9.00']
levels: ['0.00', '0.10', '99.89']
fist: ['0.00', '0.26', '99.74']
mailing: ['99.80', '0.18', '0.02']
southern: ['18.58', '6.15', '75.28']
usgs: ['71.61', '12.05', '16.34']
math: ['0.17', '99.81', '0.02']
created: ['99.27', '0.72', '0.01']
sink: ['97.90', '0.03', '2.06']
portraits: ['9.63', '64.24', '26.13']
subscribers: ['99.84', '0.01', '0.15']
listings: ['60.61', '22.16', '17.23']
gaps: ['0.00', '43.37', '56.63']
nude: ['0.01', '99.96', '0.03']
gates: ['0.01', '0.07', '99.92']
directory: ['99.87', '0.01', '0.12']
revenues: ['1.79', '3.80', '94.41']
gap: ['0.05', '84.05', '15.90']
inherited: ['86.07', '13.85', '0.08']
daisy: ['0.60', '98.87', '0.52']
plains: ['2.74', '0.07', '97.19']
user: ['0.00', '0.06', '99.94']
passport: ['0.02', '93.21', '6.77']
bikes: ['97.19', '2.80', '0.00']
captain: ['36.28', '6.10', '57.62']
provincial: ['4.42', '79.36', '16.22']
locator: ['99.97', '0.02', '0.00']
legal: ['0.06', '99.80', '0.13']
refund: ['46.02', '39.88', '14.11']
tuition: ['6.33', '93.66', '0.01']
attending: ['0.13', '93.56', '6.32']
schemes: ['34.98', '1.66', '63.36']
shorter: ['91.52', '8.46', '0.02']
nightmare: ['9.62', '9.12', '81.27']
chef: ['99.87', '0.00', '0.13']
traditions: ['0.97', '20.27', '78.76']
shake: ['84.50', '1.30', '14.20']
threesome: ['54.91', '3.96', '41.13']
operators: ['32.78', '0.34', '66.88']
surgical: ['70.26', '11.58', '18.17']
honor: ['3.58', '96.17', '0.25']
care: ['3.27', '95.36', '1.36']
figure: ['2.27', '97.37', '0.36']
stability: ['0.27', '99.48', '0.26']
drew: ['0.48', '99.17', '0.35']
transport: ['68.00', '11.57', '20.43']
sunrise: ['0.48', '51.27', '48.25']
rent: ['99.46', '0.54', '0.00']
mph: ['0.19', '0.85', '98.96']
massive: ['98.86', '0.80', '0.35']
lottery: ['35.00', '64.50', '0.50']
paxil: ['0.00', '98.55', '1.45']
institutions: ['0.58', '36.56', '62.86']
hair: ['0.00', '100.00', '0.00']
safety: ['99.13', '0.84', '0.03']
leader: ['87.02', '7.02', '5.96']
talk: ['0.30', '99.70', '0.00']
equity: ['99.87', '0.12', '0.01']
recent: ['100.00', '0.00', '0.00']
male: ['0.75', '27.82', '71.43']
shoppers: ['99.47', '0.00', '0.53']
capacity: ['28.39', '11.39', '60.22']
ant: ['10.11', '89.36', '0.53']
porno: ['7.05', '91.53', '1.41']
carrier: ['45.90', '0.72', '53.38']
season: ['0.12', '0.00', '99.88']
founded: ['99.99', '0.01', '0.00']
diesel: ['97.04', '2.96', '0.00']
days: ['0.00', '0.00', '100.00']
argument: ['0.41', '98.99', '0.60']
disks: ['0.20', '37.37', '62.43']
least: ['69.10', '29.97', '0.93']
butts: ['3.11', '96.02', '0.87']
wealth: ['49.03', '29.02', '21.95']
calculated: ['13.45', '86.55', '0.00']
disability: ['0.00', '99.98', '0.02']
specialties: ['99.59', '0.40', '0.01']
complete: ['99.83', '0.16', '0.01']
clubs: ['0.02', '0.00', '99.98']
uni: ['0.00', '99.73', '0.27']
fixes: ['84.58', '7.75', '7.66']
advanced: ['92.55', '7.43', '0.02']
doing: ['9.00', '90.99', '0.01']
manner: ['1.03', '66.31', '32.66']
warranties: ['99.51', '0.48', '0.00']
reality: ['0.00', '99.99', '0.01']
cube: ['1.17', '0.47', '98.36']
importance: ['0.54', '99.01', '0.45']
markers: ['71.44', '20.68', '7.88']
ads: ['0.00', '100.00', '0.00']
environments: ['0.00', '56.98', '43.02']
distributors: ['99.76', '0.14', '0.10']
damages: ['62.33', '37.67', '0.00']
representative: ['42.89', '47.09', '10.02']
separation: ['0.14', '97.77', '2.08']
shops: ['95.13', '0.00', '4.87']
threatened: ['62.54', '7.13', '30.33']
mods: ['74.29', '19.71', '6.00']
tee: ['0.01', '0.01', '99.97']
assessing: ['37.05', '62.94', '0.01']
theater: ['1.18', '0.43', '98.39']
config: ['40.49', '22.66', '36.85']
save: ['99.95', '0.05', '0.00']
continuity: ['94.82', '2.75', '2.43']
weights: ['0.43', '95.22', '4.35']
creates: ['96.99', '2.15', '0.86']
viking: ['77.71', '6.69', '15.61']
spider: ['91.40', '8.09', '0.51']
belong: ['99.07', '0.93', '0.00']
items: ['67.51', '32.49', '0.00']
times: ['0.00', '0.00', '100.00']
meals: ['3.74', '1.73', '94.53']
filled: ['99.97', '0.02', '0.01']
tip: ['99.92', '0.08', '0.00']
inclusive: ['99.98', '0.00', '0.02']
respect: ['0.01', '99.99', '0.00']
vinyl: ['99.02', '0.01', '0.97']
dealing: ['99.88', '0.10', '0.02']
camp: ['0.50', '1.68', '97.82']
futures: ['4.41', '5.39', '90.21']
conduct: ['2.31', '97.68', '0.02']
peas: ['0.58', '98.41', '1.02']
trader: ['99.54', '0.04', '0.42']
applies: ['12.88', '86.75', '0.37']
copy: ['9.66', '17.72', '72.62']
note: ['62.90', '20.04', '17.07']
original: ['99.71', '0.29', '0.00']
content: ['3.72', '96.26', '0.02']
cute: ['50.52', '49.44', '0.05']
revenge: ['50.63', '41.45', '7.92']
fill: ['60.65', '39.13', '0.22']
variety: ['63.46', '36.54', '0.00']
locking: ['4.69', '13.83', '81.48']
tiles: ['67.90', '0.95', '31.15']
answering: ['99.39', '0.32', '0.29']
pottery: ['99.87', '0.10', '0.03']
ph: ['0.00', '0.00', '100.00']
maintenance: ['3.10', '96.90', '0.00']
utils: ['99.80', '0.18', '0.01']
tablets: ['0.01', '0.01', '99.98']
spiritual: ['63.24', '35.14', '1.63']
demanding: ['18.19', '38.76', '43.05']
replies: ['96.95', '0.04', '3.01']
guarantees: ['97.43', '0.75', '1.81']
junior: ['7.94', '2.46', '89.60']
movie: ['0.79', '82.54', '16.66']
considering: ['26.65', '71.15', '2.21']
heritage: ['1.77', '3.91', '94.32']
elite: ['45.91', '5.98', '48.11']
direct: ['99.56', '0.44', '0.00']
typical: ['54.02', '45.97', '0.01']
dicks: ['0.82', '19.88', '79.31']
documentary: ['24.14', '74.53', '1.33']
bible: ['92.31', '6.69', '1.00']
credits: ['36.33', '0.01', '63.66']
revised: ['98.91', '1.02', '0.07']
lending: ['71.25', '1.16', '27.59']
rational: ['0.46', '99.50', '0.04']
rings: ['64.76', '0.00', '35.24']
proved: ['100.00', '0.00', '0.00']
distinguished: ['99.97', '0.03', '0.00']
salad: ['28.98', '7.30', '63.71']
integer: ['88.52', '11.46', '0.02']
static: ['1.15', '98.85', '0.01']
computation: ['0.10', '99.86', '0.04']
voices: ['3.79', '0.02', '96.19']
bio: ['0.05', '99.95', '0.00']
says: ['7.21', '0.00', '92.79']
encryption: ['1.64', '0.33', '98.04']
competitions: ['13.22', '14.26', '72.53']
soundtrack: ['98.36', '0.38', '1.26']
direction: ['99.77', '0.17', '0.06']
gone: ['98.52', '1.47', '0.00']
crew: ['96.32', '0.02', '3.66']
morning: ['0.47', '96.52', '3.01']
drink: ['2.03', '32.49', '65.48']
org: ['1.82', '97.71', '0.47']
understanding: ['0.16', '99.23', '0.61']
matching: ['67.94', '3.09', '28.97']
strap: ['0.03', '0.00', '99.97']
preparing: ['90.69', '5.86', '3.45']
contrary: ['97.89', '2.10', '0.00']
declined: ['94.62', '1.32', '4.06']
model: ['0.01', '99.99', '0.00']
vegetables: ['61.05', '35.83', '3.12']
height: ['0.03', '49.67', '50.30']
clothes: ['71.45', '26.86', '1.69']
trek: ['0.64', '87.07', '12.29']
views: ['0.00', '93.36', '6.64']
urban: ['3.71', '0.01', '96.29']
train: ['0.00', '99.99', '0.01']
spend: ['6.14', '92.45', '1.41']
occurs: ['77.61', '3.19', '19.20']
lips: ['0.09', '2.24', '97.68']
ours: ['14.35', '85.57', '0.07']
partition: ['0.72', '83.24', '16.03']
asian: ['43.27', '55.04', '1.69']
experiments: ['0.35', '99.25', '0.40']
downloads: ['58.39', '4.71', '36.90']
experienced: ['97.22', '0.06', '2.72']
telecharger: ['96.88', '2.83', '0.30']
sexy: ['99.03', '0.95', '0.02']
nurses: ['13.28', '0.41', '86.30']
necessity: ['0.49', '90.20', '9.31']
issues: ['0.00', '99.80', '0.20']
decide: ['95.14', '4.86', '0.00']
immigrants: ['46.51', '12.55', '40.94']
dos: ['0.14', '13.69', '86.17']
proceedings: ['0.18', '99.33', '0.49']
sensors: ['0.76', '97.67', '1.58']
handbags: ['0.22', '0.00', '99.78']
tv: ['0.00', '100.00', '0.00']
motor: ['98.45', '1.55', '0.00']
role: ['0.00', '0.00', '100.00']
florists: ['99.87', '0.07', '0.06']
sentence: ['0.67', '73.87', '25.45']
serving: ['9.82', '23.81', '66.37']
union: ['99.99', '0.00', '0.01']
italic: ['0.13', '82.77', '17.09']
contents: ['7.53', '90.15', '2.32']
roads: ['0.09', '0.56', '99.35']
catalog: ['100.00', '0.00', '0.00']
survival: ['65.85', '0.02', '34.13']
class: ['92.48', '0.00', '7.52']
spank: ['18.82', '13.12', '68.06']
strain: ['4.66', '89.92', '5.42']
trees: ['0.00', '34.99', '65.01']
container: ['92.45', '0.13', '7.42']
craps: ['56.84', '31.32', '11.84']
secondary: ['97.01', '0.31', '2.68']
poll: ['0.17', '92.44', '7.39']
heavy: ['16.84', '82.81', '0.35']
schedule: ['32.24', '42.07', '25.69']
incorporated: ['99.92', '0.03', '0.05']
bloggers: ['99.95', '0.05', '0.00']
ruth: ['0.08', '99.90', '0.02']
rides: ['0.09', '3.96', '95.96']
healthy: ['20.11', '78.54', '1.35']
cycling: ['81.26', '1.92', '16.82']
shopper: ['99.47', '0.00', '0.53']
teeth: ['58.70', '39.15', '2.15']
analyzed: ['91.73', '8.25', '0.02']
makeup: ['1.07', '98.74', '0.19']
tribes: ['5.32', '0.02', '94.66']
suppose: ['1.34', '98.64', '0.02']
discharge: ['16.32', '80.11', '3.58']
modules: ['80.43', '0.61', '18.96']
pens: ['99.80', '0.01', '0.19']
skiing: ['0.07', '0.30', '99.63']
tool: ['0.02', '99.66', '0.32']
considered: ['99.89', '0.05', '0.06']
combines: ['98.75', '0.00', '1.25']
reflects: ['98.62', '0.70', '0.68']
mark: ['50.12', '1.02', '48.87']
ready: ['99.95', '0.00', '0.05']
mug: ['0.18', '1.71', '98.11']
manuals: ['97.04', '2.95', '0.01']
cumshot: ['0.06', '60.62', '39.31']
supplier: ['99.96', '0.00', '0.04']
remembered: ['91.36', '2.12', '6.52']
fewer: ['97.47', '2.53', '0.00']
anger: ['0.49', '99.16', '0.35']
dealers: ['100.00', '0.00', '0.00']
studios: ['72.31', '0.46', '27.24']
leisure: ['68.85', '11.29', '19.86']
featured: ['99.97', '0.00', '0.03']
actress: ['0.27', '27.41', '72.32']
oven: ['2.02', '83.26', '14.72']
information: ['0.00', '100.00', '0.00']
private: ['99.93', '0.04', '0.03']
yoga: ['6.95', '92.99', '0.06']
permalink: ['4.18', '28.77', '67.05']
bright: ['99.96', '0.03', '0.01']
triangle: ['55.60', '24.50', '19.90']
appointment: ['24.92', '52.04', '23.05']
wild: ['0.47', '98.92', '0.61']
machinery: ['70.11', '29.85', '0.04']
trails: ['0.71', '10.91', '88.38']
mighty: ['77.18', '21.88', '0.94']
planning: ['15.72', '70.68', '13.60']
pressure: ['0.06', '1.18', '98.76']
electrical: ['63.10', '36.89', '0.00']
bread: ['2.11', '43.78', '54.11']
qualification: ['0.24', '64.12', '35.64']
scanning: ['53.24', '13.49', '33.27']
question: ['0.06', '99.91', '0.04']
undergraduate: ['97.67', '0.57', '1.77']
shaft: ['3.00', '54.25', '42.75']
effects: ['1.28', '70.39', '28.33']
dream: ['15.48', '33.77', '50.75']
bali: ['86.02', '0.34', '13.64']
magic: ['52.52', '18.81', '28.67']
assure: ['44.07', '55.64', '0.28']
cached: ['0.02', '1.77', '98.22']
passive: ['99.43', '0.32', '0.24']
packets: ['0.05', '0.04', '99.91']
accepted: ['78.16', '8.41', '13.43']
engineers: ['96.52', '3.45', '0.03']
false: ['92.12', '7.86', '0.02']
solving: ['99.99', '0.01', '0.00']
tasks: ['0.07', '1.79', '98.14']
stripes: ['16.26', '42.27', '41.47']
cooling: ['96.43', '3.46', '0.10']
rh: ['1.82', '97.71', '0.47']
demands: ['0.37', '0.10', '99.54']
facial: ['0.34', '99.53', '0.13']
headset: ['99.05', '0.00', '0.95']
gun: ['0.00', '97.63', '2.37']
tracked: ['99.74', '0.01', '0.25']
cingular: ['19.07', '33.67', '47.25']
intelligence: ['0.00', '100.00', '0.00']
monitoring: ['58.90', '26.54', '14.55']
fred: ['79.56', '0.00', '20.44']
months: ['0.00', '0.00', '100.00']
tears: ['0.00', '3.35', '96.65']
templates: ['79.57', '0.59', '19.84']
tradition: ['8.15', '20.84', '71.01']
cloudy: ['3.24', '76.40', '20.35']
star: ['45.51', '0.00', '54.49']
color: ['0.01', '82.20', '17.79']
using: ['14.06', '16.94', '68.99']
pregnancy: ['0.04', '91.27', '8.69']
status: ['0.00', '8.13', '91.87']
controls: ['3.17', '65.62', '31.22']
protest: ['3.21', '78.16', '18.63']
dimensions: ['0.24', '20.77', '78.98']
export: ['80.32', '1.42', '18.27']
ranking: ['0.78', '74.05', '25.17']
cheap: ['99.98', '0.02', '0.00']
gon: ['0.00', '100.00', '0.00']
coat: ['0.00', '97.96', '2.04']
throws: ['0.00', '0.02', '99.98']
food: ['0.70', '40.14', '59.16']
def: ['0.00', '56.37', '43.63']
favourites: ['86.57', '1.97', '11.46']
regions: ['0.02', '0.25', '99.73']
error: ['0.00', '100.00', '0.00']
implications: ['0.33', '19.41', '80.26']
carriers: ['75.53', '0.01', '24.45']
corner: ['18.31', '0.92', '80.77']
prices: ['2.17', '2.09', '95.74']
viagra: ['0.00', '98.55', '1.45']
escort: ['92.11', '1.06', '6.83']
terminals: ['86.80', '6.49', '6.72']
myth: ['9.03', '15.70', '75.26']
graduated: ['3.83', '10.24', '85.93']
gods: ['5.34', '94.36', '0.31']
mat: ['0.80', '1.74', '97.46']
stat: ['0.03', '99.95', '0.02']
stay: ['0.00', '2.47', '97.53']
filme: ['0.24', '75.61', '24.15']
singh: ['0.00', '100.00', '0.00']
child: ['0.00', '1.63', '98.37']
wrist: ['0.01', '1.16', '98.82']
mentor: ['33.27', '8.69', '58.04']
vocals: ['92.50', '0.36', '7.14']
impressed: ['92.05', '7.86', '0.09']
bad: ['0.03', '99.97', '0.00']
pass: ['0.01', '98.39', '1.60']
achievement: ['2.83', '16.93', '80.24']
